Restaurant,Review,Rating,Label
Shanghai Chef 2,Chilli paneer was bad Paneer was stale Rest all fine,2.0,0
Asian Meal Box,it is said medium but it looks like small only ,1.0,0
Royal Spicy Restaurant,The food was far more spicy than what was mentioned in the instructions for the restaurant It was ordered for a person having mouth ulcers and he is on his way to hospital due to restaurant negligence Worst service by the restaurant ,1.0,0
Shree Santosh Dhaba Family Restaurant,Food quality is below average except kaju paneer curry which is average and I ordered extra onion and lemon there is no onion and lemon in the pack Please make sure the food quality is good ,2.0,0
Domino's Pizza,Worst experience at dominos No air conditioner at the store is working out of 5 It was too hot No one cared about it It took too long to get the tables cleaned ,1.0,0
The Lal Street - Bar Exchange,Went to this place it is a nice place but customer service is not good they accepted my table booking but later when I visit the place they did not allot me table u just have to hit the bar counter Note to manager if u can t provide table just don t accept it ,1.0,0
Club Rogue,So this is not the review for good music ambience food drink This is for the manager who was outside at the gate 23rd March 2019 We were three friends and the bouncer at the gate asked for company ID as we were stags One of my friend called another who was on the way whether he was carrying his ID proof In the mean time that Manager appeared at the gate We went to the gate and showed the ID but he looked at us head to toe and made a disgusting face and asked for 2k cover charge Without any reason Some other stag groups were entering just showing company ID But this manager asked 2k cover charge from us and we saw he did same with another three guys group We didn t make any nuisance there and silently left the place So tell me Club Rogue why this discrimination Is this the way your managers handle clients ,1.0,0
The Lal Street - Bar Exchange,Bunch of hypocrites One cannot enter unless they have a girl beside them One cannot enter unless they have shoes tied to their feet One cannot enter unless their lower limbs are fully covered for guys We pay you to get us drunk not to judge us based on our footwear and whom we tag along You think someone without shoes can t behave or pay you the bill Pathetic stereotypes ,1.0,0
Hotel Zara Hi-Fi,I have had the worst food from this restaurant I ordered twice from this restaurant and both the timed the food was pathetic I couldnt eat the stuff both the times Hotel Zara,1.0,0
Arena Eleven,The food here was ok But the service was worst ever If you have 3 4hrs free time to spend then come here The service is slow as sloth We ordered starters got it after 30min Then got lunch after an hour I guess they forget orders after you give them you have to remind them atleast twice or thrice to get it ,2.0,0
Aromas@11SIX,I ordered the aroma s special chicken biryani and it would have been better if it wasn t soo salty Please do look into this next time ,1.0,0
SKYHY,Pathetic Unprofessional staff Bouncers will make you wait for 15 20 mins at the entrance even if you have made an advance booking for office party Moreover they ask to call any member from your group who is already in to verify whether booking is done or not party is going on or not If it was my personal party I would have immediately cancelled the booking and have gone somewhere else ,1.0,0
Hyper Local,I tried to visit the place and asked the waiters if we can use the 2 2 on drinks for non alcoholic drinks as well The waiter informed us that it is not possible but if we want we can switch to 1 1 for starters Then a new waiter came and upon ordering he informed us that this is impossible but what was even more frustrating was that he started speaking in Hindi despite the fact that it was obvious that we don t speak Hindi Of course we left immediately and don t think that will ever come back ,1.0,0
Momos Delight,if there was minus rating I would have given that Momos were cold ,1.0,0
Gal Punjab Di,Decor n all great Reviews bought me here with high expectations The food was rancid and didn t look well prepared or freshly made I ordered some cheese kofta It was hard as a rock that kofta Overall super weird punjabi food Easy on the pocket but it s not something I would try again,1.0,0
Udipi's Upahar,Not up to mark as per it s brand name Food is just like ordinary tiffin centre s Need to improve and provide food really authentic of Udipi Ambiance is really awkward no cleanliness even in Ac family section also,2.0,0
Green Bawarchi Restaurant,I ordered fish biryani But the restaurant delivered me prawns biryani And biryani taste is not good Better choose other restaurants than this ,1.0,0
Hotel Zara Hi-Fi,I ordered Chicken 65 from this restaurant on 19th feb 2019 the quality of the food was not good i had vomitings immediately after having the food ,1.0,0
Hyderabadi Daawat,We have gone for veg buffet and the starters were not sufficient for even 4 or 5 people No starters were served even after an hour Taste wasnt good at all of any item Not worth any penny ,1.0,0
Green Bawarchi Restaurant,I ordered Mutton Biryani online but was very dissappointed with the qualtiy of the biryani mutton was full of bones and undigestable also it was very spicy and really wasn t good for a Sunday dinner Will never order again from there ,2.0,0
Shah Ghouse Spl Shawarma,I ordered chicken shawarma from here suaces got leaked completely as you can see in pics packing was bad zomato delivery was so late I don t it is mistake of Shah ghouse or Zomato delivery executive I thrower that shawarma bcz of it Generally we get best shawarmas here but I had very bad experience of packing and delivery executive ,1.0,0
Tandoori Food Works,Had ordered Chicken Tandoori and Fish Tikka Extremely disappointed with Fish Tikka Fish used was stale and tasted worse packaging was ridiculous was charge 20 bucks for packaging though never ever would order again from this pathetic place ,1.0,0
Biryanis And More,The worst experience ever had If you order a biryani you ll get an oil packet free in it Hope you can get it If you ask for a manager they says there is no manager ,1.0,0
Jonathan's Kitchen - Holiday Inn Express & Suites,Very bad service food was not good They took lot of time for clearing the plates arranging tables Had to pay the money without bill not worth at all for that price ,1.0,0
Faasos,Ordered Jumbo Paneer Tikka Rice Fest First of all it was nowhere near to being jumbo Simply a small box and they call it Jumbo Probably they have studied English from some remote island Secondly the rice was so damn spicy that I am facing issues in my stomach after having them This was my first and last order from Fassos Will never ever order again from here ,1.0,0
American Wild Wings,Out of hunger and trust on the restaurant I ordered a chicken burger from American wild wings Gachibowli hoping it would be tasty and healthy but the kind of service i recieved was really pathetic At first the restaurant took almost 40 mins to prepare just a small chicken burger i tried calling restaurant about the update and they weren t even responsive didn t answer any of my call I kept my patience and waited for the order to arrive aftr receiving the order what i saw was really a bad experience The french fries that I used to get always were replaced by some oily smelly rotten potato pakodis Not just that I hoped my burger to be nice but it was again a big disappointment The very first bite of it tasted really bad Chicken seemed fried to be in very bad oil and smelled filthy I had to throw it after my first three bites And then after sometime i even started Having pain in my stomach This particular experience of mine was very disappointing with american wild wings I didn t think of myself to waste money wait for an hour and still get suffer after Eating that food,1.0,0
Mohammedia Shawarma,the shawarmas were bad we have had food poisoning got admitted too please don t have from this restaurant,1.0,0
Gal Punjab Di,Ordered Non Veg Mini Thali through Swiggy Delivery was quick and packaging was perfect It had Dal Makhani Chicken Curry Raita Rice and Tandoori Roti Dal Makhani was good and rest all items were just average Tandoori rotis were hard didn t like it Chicken curry was a big disappointment though tasted bland Taste 2 5 Quantity 2 5,2.0,0
Hotel Zara Hi-Fi,Poor quality and quantity and food is not nice and packing is not nice and food is not taste full and feeling sad why I ordered this food from this restaurant,1.0,0
Aromas@11SIX,items are cool ,2.0,0
Triptify,I got cheese corn parantha while I had ordered Mexican corn,1.0,0
Shanghai Chef 2,I ordered with them yesturday and got chicken in my veg pad thai very disappointed with it as xhilli potato was really nice I dont recommend anyway who is vegetarian as I couldn t even reach them on phone ,1.0,0
Labonel,This place is fine baking indeed Classy outlet as well with very foreign inspired interiors Their chocolate chip cookie is very good chewy and tasty The honey chocolate cake is a good bet for your evening snack The cupcakes here are my all time favorite choclate feels better than the red velvet Their brownie is also one of the best in Hyderabad and is quite a good option for gifting people as well as being a recepient of such a box of delight ,4.5,0
Yum Yum Tree - The Arabian Food Court,Very disappointed with the food that I ordered from Yum Yum Tree today The quantity of the rice for the juicy mutton Marag was less I ordered full and there were only bones in the mutton no flesh at all Felt cheated for the money I paid Shawarma was good I don t think I ll try the food from here once again ,2.0,0
Mazzo - Marriott Executive Apartments,As the name suggests its supposed to be a Marriott and that s what you expect The reality is very different Let s start with my experience even before reaching I was advised to make a reservation for 2 people almost 3 days ahead to get a good place by the pool And so I did I was denied reservation saying that it s really full but they finally said they can get me one table I was happy It has a separate entrance in SLN terminus with it s own parking and valet which is real comfortable Now let s talk real business Upon Reaching I see the place completely empty Maybe 2 tables were taken and rest were empty I didn t understand why they had to do play so hard to get Even by the time we left the place was hardly even half full The whole inside area was empty and few tables taken outside Ambience the only thing good about it is the ambience but its not as grand as people suggest It s very mediocre Staff THE WORST SERVICE EVER I have had better service in small restaurants or even small Dhabas if I may compare them I had to call waiting staff for 10 mins for everything and they took their happy time to come There is an inside seating and outside we took the inside because it was too noisy out I asked one waiter why the service was so bad and he very rudely replied to me Andar koi nahi baithta No one sits inside If you didnt have plans to serve people inside then why did you keep the damm place open There was a buffet and we went for it now they kept a live counter open in the buffet with no chef there We had to again wait for the waiting staff to notice us calling them they then had to go call the chef who again took his jolly time to come and prepare what he was supposed to Being a Marriott you d expect some decent service they said if I m paying with card I have to come to the billing counter and pay there Such behaviour does not warrant prices at par with any 5 star hotel Food There was hair in the food Starters were okay but main course was very bad And let me make special note of the dessert If I m coming for a buffet in such a place I d expect to have desserts made by them and not bought from the local sweet shop They bought kaaju kathli Rasgulla Some barfi among some cake etc And no spoons to take them had to again wait for staff to come give us spoons to take some dessert Next to the dessert counter there were dirty clothes kept in plain view I ve attached pictures After paying when we were leaving someone tried to come and ask us how our evening went When we tried to Express our grief that waiter manager just blatantly shut me off I m not paying for you to shut me off when you asked me how it was in the first place It was the most disappointing experience I ever had in Hyderabad Marriott has to get its game straight and take some serious action in this property I will for sure NEVER come here again and will also not let my friends waste their money here ,1.0,0
Green Bawarchi Restaurant,DISGUSTING DONT EVER ORDER FROM THIS RESTAURANT EVER AGAIN THEY SERVED RAW CHICKEN I ORDERED FULL GRILL CHICKEN AND COULDN T EVEN EAT ONE BITE THE WHOLE CHICKEN WAS RAW THEY SHOULD BE SUED IN CONSUMER FORUM ,1.0,0
10 Downing Street,Meh Straight up Heard from a friend that this is apparently rated the best pub in Hyderabad but living in bangalore for 25 years and Boston for 5 this place is way over priced to start Food is good don t get me wrong but this place is clearly taking your money for the service and ambience which is so genuinely Meh For example asked for a bottle of water which apparently takes about 20 mins,2.0,0
Tandoori Food Works,Earlier it was tasty but now it is stale i ordered biryani nd it is like just coloured rice it doesnt tasted like biryani dont waste ur money restaurant persons will not respond,1.0,0
The Foodie Monster Kitchen,Ordered peri peri fries online today The fries were damp and cold A suggestion to the restaurant to please not to accept orders if you cannot maintain quality,1.0,0
Hyderabad Chefs,got chicken biryani without chicken,1.0,0
Kritunga Restaurant,1 Received my order in normal white color instead printed Kritunga covers 2 Delay delivery negligable 3 Rice qaulity is very pooooor looks like is a normal rice sonamasuri instead it has to be basmathi rice 4 Taste is worst looks like fried rice ,1.0,0
Diners Pavilion,Been here today with teammates and the food for non vegetarian was not up to the mark All the chicken starters had small pieces of bones Every bite was with a bone The main course was just OK ,2.0,0
The Old Madras Baking Company,stale pizza,1.0,0
Labonel,Please mention either on the menu card or on any food app that we dont serve single piece of cake we serve only a whole cake So that people dont waste their time coming at your outlet,1.0,0
Collage - Hyatt Hyderabad Gachibowli,Food was good service was great We opted to sit by the lawn were bitten by mosquitoes which is simply not expected Please try to resolve this issue ,2.5,0
Shanghai Chef 2,Food was not that not at all good just not able to have the name that they have got I have ordered 2 items and was thinking to have more but by seeing the tase and planes to shift other place I have ordered chicken fried rice and I see chicken was not that well cooked and I can see chicken skin been used as that same have complained to management and they told me they use skin less chicken and they this might be a miss and told will change the order and they have replace it and again I got the new one but I was again I was disappointed to see the same mistake ,2.0,0
Diners Pavilion,Pathetic customer service stale food and worst ever experience on top of it found a fingernail found from the noodles I wish I could have taken a photograph but their staff took it back to never return High chances of spoiling your health eating here beware friends An honest feedback can save many ,1.0,0
Shah Ghouse Spl Shawarma,Ordered special rumali chicken shawarma was delivered uncooked chicken with a soggy rumali roti Not worth the name Never ever gonna order ,1.0,0
La La Land - Bar & Kitchen,This ppl were very irresponsible There swiping machine was not working But still they have asked us to enter pin for almost 3 4 times I have shown a person there that the money was deducted but still he was not agreeing and asked us to do again Nd said if it happens the money will be returned back in 24hrs But actually very disappointing is We went there on Feb 23rd btw 7 to 8 15 We got a email that there Today on Feb 24th at 10am 11 03am the money was again deducted Am asking you very politely if you return them back it s okay Or else am gonna file a case for fraud transaction,1.0,0
Mustang Terrace Lounge,Very bad Management is worst than whatever I visited till now Since I was giving 1 start he started scolding me and threatening me I am totally disappointed ,1.0,0
Marsala Food Company,Well After going through a lot of positive reviews we finally decided to visit this place We opted to go for buffet option The taste of the soup would have been better if it has been served hot Coming to starters they served 4 non veg and 4 veg starters Out of the non veg starters apart from Tandoori chicken nothing tasted great or not even good Especially Apollo fish was not even cooked properly Out of the 4 veg starters only panner pakoda tasted better that s what my vegetarian friends said Coming to the main course they served rotis prepared with Maida which I never try The only thing I liked out of all the main course is mutton curry Starting from chicken biryani and sweets like Gajar ka halwa double ka meetha everything was served cold Probably they forgot to turn on the burners Finally it s ice cream time which melted even before they served on the table On a whole it was a bad experience I would like to suggest the management one thing If you are not really willing to serve buffet option over the weekdays better don t ,2.0,0
Hotel Zara Hi-Fi,worst food unhealthy chicken was uncooked,1.0,0
The Tilt Bar Republic,Had a wonderful time here with frnds If you like to like beers then this is the right place for you They nice varieties of beers we tried the La trappe Witte and eddenger wibber which is very light and smooth I liked it and in the food we just tried nachos which was decent Overall we enjoyed it ,4.5,0
Absolute Sizzlers,I m sorry but this isn t the right place for online orders I did not get my complete order and what I received was also not what I had ordered for And nothing was done apart from receiving Z credits because that is only what zomato can do Check your orders before you send it to the customer ,1.0,0
Frio Bistro,Not as good as it used to be Used to like pasta a lot but turned out to be a big downer this time with degraded quality They definitely lost a repeat customer ,2.0,0
Asian Meal Box,Not spicy as opted Plain noodles not even tasting good,1.0,0
Being Hungry,worst quality,1.0,0
Pot Pourri,Except for service and the starters to some extent nothing was good at this place we tried the buffet and after starters nothing was worth eating and I successfully wasted Rs 649 I hope they improve it when I visit the next time ,2.0,0
Hyderabadi Daawat,Biryani tastes stale Highly unethical service They will charge you 40rs for a 20rs coke 250 ml Never ever go or order anything from these cheaters And even after calling the restaurant multiple times they won t pick up the call rather they will disconnect it ,1.0,0
Domino's Pizza,oooooooooooooo very worst ,1.0,0
Aromas@11SIX,Food tastes good here but when you see surroundings around kitchen and wash area it was horrible Cockroaches mice and lots and lots of dust I understand this place is for online orders but not for dine in given the fact that people dont get to see this unhygienic atmosphere ,2.0,0
Hotel Zara Hi-Fi,Almost 20 of my friends had vomited the food within a couple of hours after eating The price of the items is cheap so is the quality of food ,1.0,0
Diners Pavilion,The ambience is good But the food wasn t upto the mark The non veg starters were horrible Full of bones The veg starters were okayish The variety was less The main course was okay There was variety but no taste There were hardly any desserts Disappointed ,2.0,0
La La Land - Bar & Kitchen,The food s really below average Although they ve put a lot of items on their menu all of them lack quality and flavour The service is not at all good Nobody s even around you to take your orders or your feedbacks If you are planning to go to this place for food it s really a horrible idea ,1.0,0
Behrouz Biryani,Worst place for vegetarians They serve chicken pieces in veg paneer biryani and mark their box with green labels Irresponsible team hiered spoillers ,1.0,0
Green Bawarchi Restaurant,Very pathetic Found two insects in the biryani How one can eat such an unhealthy food This is really unfortunate but they should also care about these things I will not ever try again ,1.0,0
The Indi Grill,Went with lots of hope that its a subsidiary of moti mahal group of hotels but i will just say there is hindi poverb in India NAAM BADE OR DARSHAN CHOTE ,2.0,0
Labonel,Awesome delicious mouth watering do not know what else i could say for the taste it is a place where you have to spend more but once you taste their cake i am sure you ll forget what you paid one of the best i had i wish they were in another cities as i keep travelling ,4.5,0
Mathura Vilas,Pathetic place We had ordered for non spicy food but what they served us was tasteless spicy food Also when we wanted to order for dessert they said everything in the dessert menu got over by lunch and hence there is nothing left for dinner ,1.0,0
Hunger Maggi Point,I m a frequent customer here Just wanted to share this while I ordered A chicken Maggie today instead of chicken I received marinated fried maida balls majority of it which looked like Chicken ,2.0,0
Club Rogue,The place is not soo good Staff is very arogant and doesnt care abt custor service Initially they served drinks in plastic glasses and doesnt even have normal glasses to serve drinks Manager is using abusive language when requested for normal glasses ,1.0,0
Green Bawarchi Restaurant,Chicken not cooked properly Rice does not taste good no spice at all Food was not hot even though it was delivered within 30 minutes time Not recommended at all,1.0,0
Desi Bytes,horrible experience ,1.0,0
Dine O China,I DID NOT GET MY FOOD ,1.0,0
Green Bawarchi Restaurant,very late,1.0,0
Tiki Shack,Staff behavior are very bad Our bill was 636 they took 836 When we reached home we got to know No one was picking the call Dj was veryyyy bad I wanted to give zero star,1.0,0
NorFest - The Dhaba,i ordered punjabi chicken and my experience was horrible Such a costly thing of rs 300 and such less quantity that hardly one person can eat The food too was not fresh and was stale and was smelling had to throw it away and neither zomato nor these ppl lsitened to any queries I wud suggest not to order from here as u can easily get at this price from good restaurants,1.0,0
Hitech Bawarchi Food Zone,1 2 ltr of oil in the curry had to drain it and eat,1.0,0
The Foodie Monster Kitchen,food was cool and waste of money late delivary,1.0,0
Pot Pourri,Worst service provided The ambience felt like a zombie area The team over there was very confused for nothing From the time they started taking the order til the time of the bill the waiters were so unpleasant so unhappy so irritating especially a lady there OMG that lady started giving rude replies when we asked for service The manager there was Lost too Food wasn t that great it s not worth that price Overall experience was horrible Totally unhappy Never recommend anyone who opts for a good lunch or dinner,1.0,0
Hotel Zara Hi-Fi,Really disappointed with the food quality The food makes me sick Ordered chilly chicken and schezewan chicken fried rice the quality of the chicken is really bad if they want to negotiate with the quality of the food then they can increase the price of the food Please take care of the quality ,1.0,0
Dine O China,Ordered for a chicken sweet corn soup and veg fried rice The fried rice was bland but bearable The chicken soup was really bad Safe to say this was the worst chicken sweet corn soup I ve ever had taste and quality both ,1.0,0
Triptify,it s not good earlier it was good but today food is not good,2.0,0
Pot Pourri,We went for dinner based on this 4 0 rating it did not meet bare minimum criteria Food was over spicey hot even after mentioning the spice levels in first course Service was very bad They asked how the soup paya was and when we mentioned that it is too spicey that was not bothered and next course was even more spicey hot I generally am ok with hot spicey food but this is very extreme I would not recommend going to this place ,1.0,0
Shah Ghouse Hotel & Restaurant,We ordered egg biryani and we were delivered chicken biryani with chicken replaced with eggs He tried his best to pose it as egg and biryani but he forgot to remove bones from the biryani Wouldn t order egg biryani from here again ,1.0,0
Biryanis And More,I visited the place with my colleagues We were around 15 people Though the ambience was good and food tasted okay it s not worth the money The real problem is that the place is quite congested in the first place You will have to go quite early to avoid wait time But that didn t help us either I was extremely disappointed with the service We waited for almost like 1 hour for the food to arrive By the time the veg food arrived add on is that the soup came after starters were brought our non veg friends were having the main course The staff was not apologetic at all I would not prefer to have food here again Plus you will find hell lot of flies around All the time I was waving over my food ,2.0,0
Dunkin' Donuts,Ate ma first donuts here They we re just amazing The ambience is so good A perfect evening treat after a tiring shopping SPAR Mango Craze Alive by Choco are my favorite ,3.5,0
Hyper Local,Horrible food No variety Wanted to give ZERO stars Horrible food No variety Wanted to give ZERO stars Horrible food No variety Wanted to give ZERO stars ,1.0,0
Cafe Eclat,Ordered chocolate croissant for dessert but ut was horrible A cold soggy croissant was delivered which was too low in quality for 200 bucks over priced and over hyped restaurant ,2.0,0
Labonel,One of Best Brownies that I ve tasted Little expensive though Look forward to visit again when next time in Hyderabad Very polite gentleman whom I met ,4.5,0
KS Bakers,Incompetent people working here Nobody was there to take my order for 10 mins Then instead of packing two items they packed only one Loss for me And there were bones in the chicken meat used in the burger and the pizza bun ,1.0,0
T Grill,Ordered Kadai cheken but worest I think no more orders with t grill aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasorryyy dddddddxfvfddddddddddddddddd dddddd,1.0,0
Faasos,I ordered food and they accepted it Even after 2 hours the food was not delivered I tried to contact them many times but no one answered Worst behaviour ever I had to finally cancel the order by calling the zomato customer care ,1.0,0
Absolute Sizzlers,Chicken is not boiled or fried Its all raw,1.0,0
Squeeze @ The Lime,I liked the ambience and lighting However their food quality needs lot of improvement especially sizzlers They made good lasgna but they had no idea at all about how sizzler is made Also their services are little slow ,1.0,0
Dunkin' Donuts,Raw potato hash the hash browns were so raw in the middle The burgers sauce was more on the wrapper than the burger The potato wedges were badly seasoned Pathetic dunkin experience ,1.5,0
La La Land - Bar & Kitchen,The most horrible and disgusting place I have ever been to They have a big menu to offer but most of it is not available to be served The food is the shittiest thing ever made and eaten in human history The waiters are rude and incompetent to either understand hindi or English The acoustics in the karaoke nights sucks When we asked for a manger three different waiters came to us and finally when we said we won t pay the bill until the manager addresses our concerns is when the amazing pot bellied arrogant and rude manager showed up His name is Ali and he was in no mood to listen to any of the feedback we provided instead he offered as 2 free drinks which we definitely didn t need because somewhere he already agreed with the feedback we gave but he didn t want to do anything about it When I tried explaining him that we would pay the bill add tip and don t want free drinks but we want him to take the feedback seriously he was like if u r leaving leave why are u wasting my time I lost it and I was telling my friend I repeat I was talking to my friend stating what the fuck is wrong with this place is when he interrupts me and says that I need to mind my language I was like WHAT I am talking to my friend about the place What s your problem in that And I literally said sorry even joined my hands for forgiveness to which he replies staying ye badtameez ladkia yaha aati he kyu hai tmko jo karna hai karlo ladkiya he ho na kya ukhaadlogi UKHAAD lo So that pretty much defines this place the food and the people Don t be a fool to visit this place even after reading my review But yeah if u think u can reach Ali a nice lesson please go ahead all my blessings are with you ,1.0,0
13 Dhaba,I havent got my order yet ,1.0,0
Momos Delight,poor serVice bo chutneys added,1.0,0
Labonel,There isnt much I can say about labonel that hasnt been said already The bakery is just fantastic and has some of the best brownies and cupcakes you could hope for Red velvet brownies are really great and something different that not every place offers The packaging makes for a great gift so give it a go Even birthday cakes can be ordered here a little costlier than usual options but superb in terms of taste no doubt atleast a day before preorder ,4.5,0
Cafe Eclat,Nice cozy ambience good place to have coffee with friends Good finger food however over priced Chicken quiche tasted good however quantity was very small compared to price,2.5,0
The Chocolate Room,Really disappointed after receiving my cappuccino I had ordered through zomato app only and they delivered the coffee in a disposable juice glass covered with foil Worst experience of online ordering Never order online anything from here,1.0,0
Momos Delight,Half cooked,1.0,0
Collage - Hyatt Hyderabad Gachibowli,Visited this place yesterday after going through some of the very good reviews and I must say it s the worst experience for us we ordered pizza and it smelled very bad Secondly we ordered Caesar salad and chicken was rubbery and we ended up eating only salad then we ordered club sandwich and spaghetti pasta club sandwich was OK but again spaghetti was tasteless and bland and had to leave whole dish Didn t expected such a bad quality food from brand like Hyatt and they ended up spoiling our evening ,1.0,0
Beyond Flavours,I liked the food and ambience but the problem is with the staff they are not so responsive we ve ordered one item but we got something else otherwise place and the food are good ,2.0,0
KS Bakers,The only reason I am writing dis is bcoz of my love towards Chicken cheese roll and pastries started here and everyone should try this Cheap and best bakers when compared ,4.5,0
Royal Spicy Restaurant,I have ordered tangdi kabab I think being late nitr order this people have packed mixed chicken pieces I got 2 tandoori 1 biryani leg pieces and one tangdi piece I request restaurant plz don t accept orders if you don t have enough food don t try to fool people business success depends on trust and quality I think u should understand it ,1.0,0
Al Saba Restaurant,Another place fo delicious Hyderabadi rum biryani and irani chai There are numerous places across city for dum biryani and this is one of thr best Although the spices used and cooking process is same every biryani in different in its flavour This is a pocket friendly place available late night Both Chicken and Mutton biryani are good and they also serve fish biryani here which is also a must try dish Kebabs are also very good here Coming to ambience its a huge place with chai cafe kind of ambiance but they also have AC hall for family section Service is the only terrible thing here Even during the peek lunch time they say biryani is over and fresh hundi is awaited which is terrible I mostly do take away here which is a better option Taste 4 Ambience 3 Service 3,3.5,0
Shah Ghouse Spl Shawarma,I believe the food was spoilt because of which we fell ill that night ,1.0,0
Cafe Eclat,They have listed themselves to feature on Zomato but just decline every order Terrible approach and poor customer service I am a regular at Eclat but never expected them to be this poor ,1.0,0
Asian Meal Box,The worst place to have Chinese Will serve you with red chilli powder red rice Don t know what Chinese is actually Disgusting disgusting a d disgusting ,1.0,0
Barbeque Nation,This is the worst barbeque i have ever seen in my life Barbeque for name sake No barbeque item like paneer fish was baked properly waste of money,1.0,0
KFC,Their delivery sucks their customer service has dropped pathetic customer service very rude delivery guys who have no manners how to speak to women I will never order from KFC again Really if you continue to misbehave ill treat your customers you will pay for it you will be chucked out of India like Mac Donalds okay never threaten your customers you guys are disgusting Will never order from you again I hope you shut down because you do not respect your customers any more Pathetic Disgusted with KFC ,1.0,0
Amul,neglible brownie qty fooling people in delivery orders,1.0,0
Royal Spicy Restaurant,I have ordered biryani they have given me fried rice,1.0,0
Pot Pourri, Writing this review as soon as I got out of the restaurant From the beginning itself the restaurant caught my bad impression and bad experience Left right after starters I wouldn t even care to rate it one star One of worst restaurants to dine in I think it ll be good experience for corporate lunches or dinners because the more the people the more the After reaching at 2 PM there was no receptionist After the receptionist finally came they made us wait for more than 20 minutes to find and set up the table for just 2 people It was very clear that the tables just needed plates to be arranged That s it A piece of advise to y all if you see any restaurant taking this long without any valid reason then please get outta there Neither proper AC chambers nor proper cooling It was HOT Thanks POT POURRI for understanding and making our dining uncomfortable After we sat they took extremely long time and then cared to ask if we re opting for veg or non veg By this time I was already wondering if they thought we re idiots and they can just make us wait and treat however they want I just realised that it was true After soup and buttermilk starters were served PAINFULLY SLOW It took MORE THAN AN HOUR FOR THEM TO FINISH SERVING JUST 6 STARTERS Were they kidding me They wasted my precious time and this isn t what a customer wants If you can t give importance to our time then we better eat elsewhere We had to school the waiters regarding their service then we spoke to their leader I guess and he also gave the same old typical answer sorry I ll just get that served for you We don t want no sorry You can t placate us with sorry for our time hard work and money spent After seeing no improvement we finally had to speak to the manager as listen to sorrys I decided to leave the restaurant After all this HE HAD THE AUDACITY TO CHARGE US THE COMPLETE BILL It was 1100 It wasn t even worth it even if we had the whole menu After arguing he decided to give 10 discount which in his case made a hole in his pocket as as if it would make it up for the experience we had Wouldn t suggest nor would even like to think about this restaurant Starters I found the starters to be normal good in quality Not very impressive nor was menu standing out If you pay 100 200 more you ll be getting much better restaurant in many aspects especially in terms of food 1 Soup we were served chicken soup It wasn t impressive It was fine 2 Buttermilk under drinks it was tasty 3 Chicken tikka it was ok It was hard sometimes soft 4 Ajwani paneer tikka it was very good in taste 5 Kodi vepudu it was chicken with common known marination I mean it felt like typical Indian curry It was just good 6 Fried veg green chilli it was just ok in taste Couldn t make out if it s actually chilly 7 Corn fried fish it was fish coated with corn flakes which was giving nice honey taste Probably this is the only best thing there 8 Crispy corn corn was crispy as expected and tasted good Main course I found it to be typically common Nothing new if you ve been to buffets before Accompaniments were regular papad curd naan roti Desserts not much varieties What s there is menu is served Ambience I don t care about ambience as long as food is good and my patience isn t tested ,1.0,0
GD's,No napkins provided n all the sauce was coming out already Packing was poor n cheap Not so satisfied even with the taste,2.0,0
Triptify,It was smelling bad kind of rotten smell,1.0,0
Hotel Zara Hi-Fi,I ordered chicken afgani but I don t know what I got It was mix curry of chicken and fish smelling bad and seems un heigenic packing was also very ordinary like street food Corner ,1.0,0
Faasos,Worst experience with Faasos They accept orders take money and then they don t deliver food It s happening continuously with Faasos managed restaurants Had a similar experience with their Ovenstory pizza as well Till now my money of Ovenstory pizza order is not refunded I think my money for Faasos order is also gone ,1.0,0
Chinese Pavilion,Checked in here to try some delicious chinese food here seen non veg luncheon tray menu ans tried the same which they are charging 300 taxes Started with manchow soup and liked it instantly Thereafter luncheon tray had came with pepper chicken starter kimchi salad wolly chicken egg fried rice and egg hakka noodles Taste is fine and didn t liked eating egg hakka noodles and egg fried rice at a time Badly missed dessert along with tray Dnt mind for extra price Value for money and fine ambience ,3.5,0
The Tilt Bar Republic,The food is average But the service is very very poor Buffet lunch was not that great Food was cold when we started our lunch Raita was watery Starters are bearable But the restaurant really needs to pay attention to the service criteria ,2.0,0
Ulavacharu,We went on the new year day Menu was limited We waited 1 hour almost to get our food on the table Service was horrible due to rush Food was not that tasty We ordered rajugari natu kodi pulao which was bland We ordered kothmira kodi kura as curry with roti It was just OK but less spicy We ordered junnu for desert which was the only good thing amongst all the dishes bit the quantity was so less for the price Overall it s too much hyped restaurant with ordinary tatsing food at expensive rate My suggestion better look for other options Don t go during festive seasons it s crazy crowded ,2.0,0
Eat India Company,Visited this place for the good experience we hd earlier at their jubilee hills outlet but at yachi bolu it was a disappointing experience Purina chutney was sour methi chicken was bitter Don t think will visit again Attitude of service staff was ok ,2.0,0
