Restaurant,Review,Rating,Label
Feast - Sheraton Hyderabad Hotel,I am sorry to say this but nothing i mean nothing in this place was exceptionally good From food to taste to hygiene to the supporting staff to the ambience nothing just made me food good and welcomed We were a group of people who went there and none of us were happy with the food or the food spread or the taste specially I remember nothing from what I ate as extraordinarily good I have been to westin buffet novotel buffet trident buffet avasa buffet and alllllll were way way better than this place There has been absolutely no work done on the ambience to look pretty or attractive It also wasn t that clear like other restau the place did not even smell good I would never visit this place ,2.0,0
Karachi Bakery,I visited on 27th Nov morning around 11am to pick up a cake The outlet was medium crowded As I pick up my cake and go ahead for billing I see only one out of three billing counters is operating Although I was the second one in the cue but the family whose billing was under process had more than 4 basket filled with items which approx would have more than 40 items In not less than 5 mins the cue extended till 5 people waiting for the billing When asked to the manager to operate other billing counters he replied WE DON T HAVE MANPOWER Frustrated with the cue we asked how can you just have manpower for one billing counter where you have machinery available for 3 he replied WE DON T HAVE MONEY TO HIRE What an experience ,1.0,0
Labonel,Delicious chocolate brownies The packaging is awesome too Been wanting to visit ever since I heard about the Banjara Hills branch but somehow never got the chance to The price is a bit steep though but an occasional indulgence which the product is meant for anyway is perfectly fine I m not too good with dessert consistency and stuff but all i can say is this is a place I would definitely recommend for dessert treats and parties The brownies are moderately sweet and rich and not too moist I will be back for the cupcakes ,4.5,0
Mohammedia Shawarma,This place serves you one of the worst shawarma in Hyderabad neither the chicken is properly roasted nor the roti is properly made one of the worst I have had ,1.0,0
The Chocolate Room,To be honest it is an average place to hang out The cold coffee or drinks made by me tastes better than what is served here Minimal efforts have been done to maintain customer satisfaction Almost all the items tastes average and not worth the money ,2.0,0
The Chocolate Room,avg it was,2.0,0
Sardarji's Chaats & More,They have reduced the quantity a lot ,2.0,0
Udipi's Upahar,Worst,1.0,0
Marsala Food Company,food is not good we ordered mandi it is worst and mutton is not cooked well we left the food and ordered basil chicken it is also cold and not good overall a horrible experience going there ,1.0,0
Gal Punjab Di,Ordered Non Veg Mini Thali through Swiggy Delivery was quick and packaging was perfect It had Dal Makhani Chicken Curry Raita Rice and Tandoori Roti Dal Makhani was good and rest all items were just average Tandoori rotis were hard didn t like it Chicken curry was a big disappointment though tasted bland Taste 2 5 Quantity 2 5,2.0,0
Hyper Local,Oh my God what a horrible place They have cordoned off small place in the corner and made that a bar And in the name of making a bar all they have done is put some tables and very high volume speakers inside They serve cocktails but I would rather drink water than those cocktails 4 of us ordered 8 cocktails and two drinks Cocktails including lit a glass of Ice and very little juice cost 650 sotb a glass of Ice with a little of some another juice old fashion even smaller glass of Ice with a slice of orange and pinacolada this I ve no idea what they put for the white color apart from that it was bad juice again 3 of us were not even a slightest bit high All this said when asked for way to washroom you are directed outside to the mall washroom Again that being said when the bill came it seemed a little strange to me we had two zomato gold discounts when asked why they have not included the highest price drink in the 2 2 discout the answer strangely was because its the highest priced drink did not even act as if it was the mistake accepted it square faced that it was a ruse to cheat your customer when I implored further the waiter went inside and got it corrected During all this while the place is so loud and there is no place in the pub to even make the waiter understand of what we are saying to which we had to go out of the place to have that bill conversations I guess that too is the part of the cheating plan Be aware people Avoid this place ,1.0,0
La La Land - Bar & Kitchen,We wen t for lunch ala carta today ordered couple of non veg starters and veg starters all of them are salty and uncooked The quality is also not fresh they are smelly The chicken sheekh kebab is full of dough and no chicken in it The main course is also awful and the chicken dum biryani is not actually dum biryani it is pulao Please avoid this place The star ratings are fake,1.0,0
Faasos,The melt wrap hardly had cheese even though I ordered extra cheese ,1.0,0
Cascade - Radisson Hyderabad Hitec City,During our stay at Radisson we had our breakfast here and it was very good experience compared to its peers in the area Breakfast review A typical buffet everyday seems very wide spread with options for everyone There are about 10 Indian options like Idlis wada dosas to order pav bhaji puris parathas to order upma poha etc I couldn t try everything but the paneer paratha was very good and I totally recommend The bakery counter has multiple selections too that comprises of different bread rolls basic breads butter filled croissants choices of donuts excellent cupcakes etc They also have several selections of beverages hot and cold and soy drinks too vegan options on request variants of muesli and cereals choice of cheese salads fruits etc They have western cold cuts etc and Asian noodles and rice alternatives too Pros Widespread buffet most of the spread is very good in taste helpful staff comfortable seating Suggestion Would be nice if the staff smiles and makes it more welcoming Recommended Buffets touryard com,4.5,0
Hyderabad Chefs,I have book prawns biryani but in that I have received chicken bones with some small chicken pieces got disappointed ,1.0,0
Komatose - Holiday Inn Express & Suites,There is no dance floor As per zomato it supposed to have live dj and dance floor but there were no such things Food quality was not as good as expected We ordered paneer makhan wala Gravy was too sweet and paneer was stale Please check before going ,2.0,0
Hitech Bawarchi Food Zone,I had ordered a Veg Biriyani today 1st time I had a Worst Biriyani I was Confused either it is a Biriyani or not even a Pulav it is Sum was not there with the rice The Gravy was not enough for even 5 bytes ,1.0,0
T Grill,One word YUKk Uncooked smelly grilled prawns tasteless chicken biriyani both kunda dum served by dumbest waiter B NARASIMHA When reported the quality gave irresponsible responses that he only serves and doesn t bother about anything else ,1.0,0
The Foodie Monster Kitchen,Ordered for brownie which was completely dry and was not fresh at all Choco banana Waffle was okay not so good They send the food in big box which looks like will have good quantity But will get a small piece and that is too tasteless,1.0,0
KFC,ordered chicken popcorn rice blow where chicken popcorn was missing And 6pcs boneless strips had only 5 pcs ,1.0,0
American Wild Wings,Terrible wings Not sure if this was just a one off or not but it was inedibly spicy Good fries tho Choice for sauces would probably be mich more helpful ,1.0,0
Delhi-39,Ordered laccha paratha veg sweet corn soup malai kofta roti I got butter roti at the place of laccha paratha and roti was very bad veg sweet corn soup was very thick and uncooked I called to the owner of Delhi 39 after receiving order from Zomato delivery boy and the owner was not ready to replace and he didn t feel bad about it No replacement nothing Very bad experience with Delhi 39 restaurant ,1.0,0
Asian Meal Box,the food was very bad the noodles was blant and the chicken was dry ,2.0,0
Hitech Bawarchi Food Zone,Ordered chicken biryani from here and the food delivered is not at all hot and also you might recieve incomplete orders better i wont suggest this restaurant for any foodie right there ,2.0,0
La La Land - Bar & Kitchen,The ambinence was good but the food was nt that much of good which i expected from them The staff was rude and nt proffesional Worst experience that i ever had in my life,2.0,0
Over The Moon Brew Company,Very slow service food was very cold and tasteless Tables were not cleaned properly Not worth going again Although ice tea was decent enough ,1.0,0
Tandoori Food Works,never eat,1.0,0
Collage - Hyatt Hyderabad Gachibowli,Not so friendly staff Very less items in buffet Difficult to find a food of your choice in the buffet It s little unorganized The waiter says I ll find out whatever you ask but he never turns back ,1.0,0
Owm Nom Nom,not good service and not speak good always argument,1.0,0
Pakwaan Grand,Food was good But services is not good because in restaurant have mobile network issue so i have some urgent work in my mobile and i asked the dine in admin they simply sad they don t about WiFi password Even I m regular customer very disappointed ,2.0,0
Chinese Pavilion,Checked in here to try some delicious chinese food here seen non veg luncheon tray menu ans tried the same which they are charging 300 taxes Started with manchow soup and liked it instantly Thereafter luncheon tray had came with pepper chicken starter kimchi salad wolly chicken egg fried rice and egg hakka noodles Taste is fine and didn t liked eating egg hakka noodles and egg fried rice at a time Badly missed dessert along with tray Dnt mind for extra price Value for money and fine ambience ,3.5,0
The Fisherman's Wharf,Too costly Tastes just ok And the service people don t have any manners also I have zomato gold and I went there As we are going to get free starter They started treating cheaply Warning Never go with zomato gold they will throw cheap looks And treat you cheaply ,1.0,0
Beyond Flavours,Hostile staff okeish food not so great ambiance Not sure how the rating on zomato stands at 4 1 Starters we re decent but main course was horrible Will not suggest this place ,1.0,0
Asian Meal Box,it is said medium but it looks like small only ,1.0,0
Al Saba Restaurant,Haleem was pretty good Biriyani was so pathetic and there is a suspicious smell Mutton tasted like beef Disappointed Took a decision to never visit again ,2.0,0
Tiki Shack,I visited this place 2 days back with my frens hoping to have good time even though ambience and music was decent the service is EXTREMELY POOR Waiters are rude and behave as if they are doing some favor to u manager was also not helpful Its high high time they improve their services if they want their customers to come back to them ,1.0,0
Tempteys,why don t you consider instructions given by the customer I requested not to put whipping cream This is the 3rd time it happened and i never gave review earlier but this time really got frustrated Please follow customers instructions ,2.0,0
Shanghai Chef 2,Restaurant serves stored food Today I visited to have fried ice cream but it s not fresh They prepared the food long back and just kept it refrigerated It s not fresh When I asked for any manager in the place there is no Manager available Worst experience ever I would not prefer it to anyone ,1.0,0
Chinese Pavilion,Chinese Pavilion in Banjara HIlls was the first Chinese restaurant in Hyderabad for me and I still have fond memories of the great authentic taste So when I heard that they have opened another restaurant in Gachibowli which is near to my home I was excited and took my family to dinner First of all the ambience is a huge let down It looked like any budget restaurant and I was thinking whether I should get out or go in Finally went in expecting some great food We ordered noodles fried rice a lamb dish and a brownie First of all the prices were exorbitant for the ambience and the overall experience They are providing a 3 experience and asking for 4 5 prices The fired rice was great but the lamb was undercooked The desert was a disaster Overall please avoid this restaurant I am not sure what is the condition of their Banjara Hills branch now but there are far better Chinese eateries around Gchibowli as well ,1.5,0
Eat India Company,Instagram veganyums Eat India company has a sharing kitchen with urban kitchen Interestingly in eat India company they also gave the urban kitchen s menu Ambience is pretty good that has cobination of modern furniture and ancient India decorum When we reach there we asked waiter to suggest their best sellers in starters and main course Very disappointed with the kind of knowledge they have about their dishes They were not trained enough to speak confidently about the items mentioned in the menu Finally we ordered kaju aur bhutte ki seekh in starter The order arrived after 15 minutes Plating looks good but tastewise it was well below average The stuffing was too dry even with the chutney it doesn t taste good In main course we had patiala shahi paneer Quantity was enough to serve two people but again don t expect the taste Curry was too ordinary with lot of Curry leaves in it After having such a horrifying experience they included 5 tips for their waiters Think before you visit this place And in any circumstance if you are visiting beware of this waiter tip and you have right to remove it from your bill ,2.0,0
Diners Pavilion,One of my worst dining experience ever The staff took one and half hour to serve the main course and another half an hour to provide cutlery Way to ruin my bday dinner with my parents with me actually leaving the restaurant empty stomach ,1.0,0
Delhi-39,If you are looking for some good north Indian food within your budget then you should give a try here This restaurant serves decent food but there is no ambience so don t set your expectations for it I have tried Paneer dishes and Chinese and those are really good ,3.5,0
Asian Meal Box,The food was so salty Couldnot eat it at all Money wasted Chicken was not properly cooked There was no salt in the chicken while the rice was full with salt No balance ,1.0,0
Cafe Eclat,Had ordered in for the night Was really excited to see chilli con carne on the menu It s one of my fav dishes from when I had travelled Had also ordered 2 croissant Was disappointed with the look and tatse of the items for the price being charged The food had no flavour at all The croissant looked like some Patty from a local store ,2.0,0
Green Bawarchi Restaurant,Biryani was good taste but the Motton PCs were less mostly bone May be next time get better chicken tandoori was excellent and can order again,1.0,0
eat.fit,I ordered from this place from Zomato The amount of food was almost negligible but the price was extorbitant I ordered anti oxidant kick and potato flakes The juice was ordinary and hardly 150ml The potato flakes nothing more than normal Haldiram mixture I am definitely not ordering next time ,1.0,0
Club Rogue,Too crowded all the time The crowd management is not that great Coming here with girls to party sometimes become a risk especially on the dance floor Otherwise it is a good place to hang around if you like loud music I wouldn t recommend this place for a girls group to go to ,2.0,0
Labonel,Definitely a very popular bakery in hyderabad and for a good reason Amazing cakes and brownies It is one of those high end classy bakeries in town with a well established fan base who would vouch for it forever My personal opinion is that it is a tad bit too hyped which has enabled them to slot their prices so high knowing that people would still buy them I didn t like the fact that you have to purchase a box full of brownies or cupcakes and no less Additionally the icing on the red velvet cupcake was way too sweet for people s taste Brownies though are super soft and amazingly baked to perfection and so are their cakes ,3.5,0
Hunger Maggi Point,I ve called for their veg as well as chicken fried Maggie a hundred of times just because it is so delicious and has a different taste from all the other Maggie places around However 2 days back when I ordered the food it tasted the same but it had a peculiar smell which has never been there I took two bites and just left it those bites created a havoc for me the entire night It left me with a very bad stomach pain I ve never experienced before Honestly I didn t even expect that it would create such a mess People always say avoid street side food which are close to vehicles and all but this place never disappointed me except for this particular order So I guess never risking my stomach again Going to miss that Maggie so much ,2.0,0
Delhi-39,worst food i ever had in my life ,1.0,0
Shah Ghouse Hotel & Restaurant,my chicken was not boneless,2.0,0
Asian Meal Box,If you are ordering something be prepared to get some surprise because if they don t have it they pack something and send it to you And you can t even complain because the number is always switched off,1.0,0
T Grill,recently had chicken biryani and natukodi vepud It s horrible experience Food was ok ok m but coming to hygiene level it was totally disappointed Table was not at clear asked the two times for clean plate ,1.0,0
Labonel,One of the premium bakers in gachibowli most of the items are made to order probably 24hrs prior booking is required found only few cupcakes brownies ready and that too it s for takeaway can t dine in Bought the chocolate and red velvet brownies cost for 1kg around 800 or so Good packing Taste is good But there are places which serves better brownies Cost is at the higher end ,3.5,0
Behrouz Biryani,First the price is too high and the quantity I m getting is lower than the expectation You can see the cup it s so small like its just gave me for only to taste it And about the taste it s good I like it And I also got a small bread with this like who eats bread with a Daleem I would not recommend you to eat but If you just want to have a bite of taste then go ahead ,2.0,0
Delhi-39,Please never ever think of ordering noodles here It was too oily and only noodles with paneer Who puts paneer in Chinese hakka noodles And then adding to the taste the delivery was very delayed this is zomato fault agreed Indian food is good which they are good at ,1.0,0
Delhi-39,Ordered roti but naan is delivered There is no paneer in palak paneer I am not ordering from this again,1.0,0
Mazzo - Marriott Executive Apartments,I had great respect for marriott hotel but i lost everythig when i went their in my special day valentines day It was the most horrible experience The service is very bad and they were harsh with the customers I dint expect this from marriott hotel i dint think i will ever goto marriott again ,1.0,0
Shah Ghouse Hotel & Restaurant,I visited this place with my brother after reading some great reviews and ratings on Zomato Though the restaurant claims to be authentic original Hyderabadi taste the Gachibowli branch was open in 2015 Given that the ambiance and maintenance is pathetic It looks and feel extremely unhygienic to the point that we had second thoughts eating there Staff was extremely disorganized and there were many customers seen complaining So for ambiance and hygiene it s a complete NO Food was okay we ordered Apollo fish starter which was very hard And spcl mutton biryani which was good but nothing exceptional and Paradise or Pista house has better taste than it Quantity wise it was sufficient for both of us And it was pocket friendly hence 2 ratings I would not be visiting or suggesting this place to anyone ,2.0,0
NorFest - The Dhaba,I ordered Lucknowi veg galouti kebab and paratha through ZOMATO but the quality of the kebab needs some serious improvement and were very oily too ,1.0,0
PourHouse7,We went for a quick drinks snacks catchup They have zomato gold on drinks but they showed a lot of restraint to provide that We found the food quality average and service even below average Avoidable all all costs ,1.0,0
Karachi Bakery,Cake was stale,1.0,0
Diners Pavilion,Disappointed Ambiece 2 5 Service 3 5 Food 2 5 Sambar rice was a big disappointment Paneer butter masala was good Went by zomato reviews n rating,2.0,0
Delhi-39,Too low quality,1.0,0
Collage - Hyatt Hyderabad Gachibowli,A sheer disappointment on 12th May 2018 at the buffet dinner The food was served cold the service wasn t up to the mark The only please take thing was the chef guiding us through the course of the meal The bill was a hand written one with no copy provided The balance cash was returned after half an hour Even though I m a member of their Club At The Hyatt I wasn t given the membership benefit I was entitled to Utter useless service and truly disappointed You surely lost a loyal customer ,2.0,0
Mazzo - Marriott Executive Apartments,The only reason this place gets a two is because they ve got the best ambiance and the food in brunches is very very good But trust me they have to change their attitude towards the customers We were 6 people went there by making a prior reservation for brunch and to continue till late evening after brunch The reservation was confirmed and it was all good until the brunch was over We wanted to continue after brunch to dinner and we agreed to pay whatever we consume after the brunch hours An hour later a guy comes and tells us to leave because they ve reservations I informed him that we made a reservation too but they denied to let us continue However we all agreed to leave and asked for bill Here is the twist the bill comes 30 mins later and there was no one to collect cash card from us They made us wait for more than 1 5 hours and all this while no table was occupied It was all EMPTY I went to the manager and asked him if he can help us checkout and confronted about the reservations The manager now tells me to continue till dinner I did not understand the issue they had and never bothered to ask too We all left and agreed to never go back there again ,2.0,0
La La Land - Bar & Kitchen,Very spicy food Even the soup was ultra spicy Starters were average Main course could have more variety and some taste Even the desserts were not good ,1.0,0
Hunger Maggi Point,The Maggie masala is put alot in the Maggie could you please make good Maggie rather than making it very spicy The masala makes it too spicy and tastes raw Please improve on the taste Thank you for the speedy delivery ,1.0,0
Pista House,My experience was bad here they kept us waiting for 20 mins and told that the order we placed for biryani is unavailable Same for the sweetdish we ordered ,1.0,0
Green Bawarchi Restaurant,Taste less food not well perpred egg shell had mixed in food so please check once while preparing and quality is also not nice this is the reason,1.0,0
Al Saba Restaurant,Writing this review with stinky hands Ambience an Hospitality are very poor Food is delicious but you have wait till your patience expires and you finish the food in 5 minutes and have wait for 30 Mins Went there in peek time,1.0,0
Tempteys,bad,1.0,0
Hotel Zara Hi-Fi,Very bad and untasty food I doubt if it was even fresh The chicken looked so unhygienic and old I Wouldn t recommend this place to anyone ,1.0,0
Asian Meal Box,food is awesome but delivered food after 1 30 hours late when called and asked they replied there are lot of orders this is not fare we waited almost 90mins for 20mins delivery,1.0,0
Pista House,Disappointment being one of the famous restaurant chain had lot of expectations We were made to seat on table with dirty table mats and plates Food quality is worst to the core Ordered Mutton Rogan Josh which had excess amount of salt to our suprise staff was least bothered to act on it or accept feedback Didn t have biryanis available hence had to sacrifice with steamed rice and dal Would not recommend this restaurant as needs huge improvement in terms of food quality service and hygiene standards,1.0,0
Owm Nom Nom,Worst experience ever Food was spoiled and the same was informed to the staff but not even got a response from them Atleast they should have some concern on the customers Even after informing about the taste they just handed over the bill without even checking my issue This type of service won t earn anything This will be my last visit to this restaurant ,1.0,0
Ulavacharu,Too expensive and is served with very less quantity Went with family and it was disappointing as many of menu items weren t available and Poor service Not so great and it can be skipped ,2.0,0
Cream Stone,I am not happy the way it is managed No proper response from the workers My order was not yet prepared and these people are not ready to replace my 1 order out of 10 items which I have orders These people are not working for customer satisfaction They are working for only money Not at all happy this time ,1.0,0
Deli 9 Bistro,The service and quantity sucks The service and quantity sucks The service and quantity sucks The service and quantity sucks The service and quantity sucks ,2.0,0
Shree Santosh Dhaba Family Restaurant,Irresponsible Restaurant Please don t order any food from there I ordered Mushroom masala not good in taste and 3 different types of roti s and in place of roti s they people are delivering white rice Moreover when I tried calling restaurant number they are not in use ,1.0,0
Aromas@11SIX,The ambience was good We 12 ppl went there for dinner Some of us ordered biriyani some had kulcha nun with Kadai murg For starters we all ordered chicken drumsticks Starter was delicious but they didn t provide salad and sufficient chatney For biriyani they took much time and at the end when we tasted it we felt disappointed They told special chicken biriyani and mutton keema biriyani are their special dishes But the rice was sour With biriyani the gravy they provided didn t have any salt May b they tried to compensate One of my friends ordered jaljeera which was the most humorous and worthless thing they provided and it took 40 Rs And about the service it was good till we pay the bill Frankly speaking we found this restaurant from dine out app and we wanted to pay via that app But they showed some vague reasons and showed reluctance to accept Atlast though they agreed Overall we weren t satisfied at all ,2.0,0
Karachi Bakery,Not nice,2.0,0
Diners Pavilion,Been here today with teammates and the food for non vegetarian was not up to the mark All the chicken starters had small pieces of bones Every bite was with a bone The main course was just OK ,2.0,0
Eat India Company,Horrible place Nothing for vegetarians Service is awful Paneer was not properly cooked Corn cubes were hopeless We had to wait for an hour to get vegetarian starters The main course for vegetarian dishes was empty,1.0,0
Shree Santosh Dhaba Family Restaurant,food was very worst I don t like the food I m very dissatisfied with they biryani nd baby corn manchuria,1.0,0
Pakwaan Grand,Today i ordered panneer and roti but not satisfy with food test panneer 65 it s test not good it is very dray it s need to improve cooking ,2.0,0
KS Bakers,Ordered chicken and cheese burger and egg puff from here The burger was nice with an overload of cheese Really liked the packaging Egg puff was also tasty A decent bakery with some good food and affordable prices ,3.5,0
Over The Moon Brew Company,The managers are so rude to the customers Twice they declined the entry on two consecutive days We came here looking at the reviews but the behavior of the staff killed the mood They seemed bias towards the guests and prefer people whom they know at the entry ,1.0,0
NorFest - The Dhaba, Fake Rating Beware We ordered galouti kabab and dhaba chicken both were pathetic and nowhere close to the name of the dish orange galouti kabab with yellow paratha dhaba chicken s gravy tasted like toor daal,1.0,0
Amul,Delivered only 4 ice Cream,1.0,0
Amul,worst,1.0,0
Delhi-39,breads are not good these are half cooked,2.0,0
Cascade - Radisson Hyderabad Hitec City,Stayed at Radisson Hyderabad and got to experience this Restuarant The dinner buffet spread was decent It s a multi cuisine buffet but the Chinese options were real good Deserts was pretty decent The breakfast buffet is also a good spread The Indian options were were tastier ,3.5,0
The Chocolate Room,Went there for morning breakfast but what a disappointment everything out of stock no nachos no stock for their signature chocolate pizzas I seriously wonder was it a way denying customer for using zomato gold privileges or what Cz first i placed the order the waiter said it will take 15 mins but when i showed him gold unlock he simply said its out of stock What a shame ,1.0,0
Shanghai Chef 2,I had high expectations of this restaurant but was dissapointed I sometimes ponder to visit them again because as per user reviews they are good The seating is well the air conditioning is not Its either chilly or completely stopped You cant help it The servers are less and even being a small place you have to shout to catch their attention The food Oh God I dont know what happened with the chef that day but he had put spinach in all of my dishes and that too in huge quantities They were wreaking havoc on the plate and we had to leave a dish totally for that matter So many wrongs bounds me to visit them once again to see whether they are like this all the time or was I unfortunate to visit them on their bad day They also need a experienced manager Ambience 2 Food 2 Service 0 Value for money 1,1.0,0
Cream Stone,Taste was pathetic I didn t like it Roadside ice cream would be better than this ,1.0,0
Green Bawarchi Restaurant,Taste is wrost even rice in biryani is bad what to write comment for you guys Please don t go And please don t order online Good for nothing,1.0,0
KS Bakers,It s a good option but the bread they use for hot dogs and burgers is something which has to be improved Burgers buns are too thick and the patty and filling at times is way too oily They have pretty good dining area too on the first floor The place is neat and service is pretty fast Being an old brand catering to twin cities this place has always been a good option to grab some quick bites and lip smacking pastries ,3.5,0
Hitech Bawarchi Food Zone,Lovely Srvice ,2.0,0
Shah Ghouse Spl Shawarma,Ordered special rumali chicken shawarma was delivered uncooked chicken with a soggy rumali roti Not worth the name Never ever gonna order ,1.0,0
Hyderabad Chefs,got chicken biryani without chicken,1.0,0
B-Dubs,This is a very overhyped and overpriced place The wings are small in size and very shrivelled and the sauces are not that great too The Jalape o poppers we undercooked and nachos were very bland They just have ps4 games and thats the only decent reason to spend any time there ,1.0,0
Hunger Maggi Point,I ordered a shawarma and I received a rotten shawarma I don t understand why people do this It s food Not any product If you want to increase the price Do it But how can you serve this type of food to anyone This is completely rotten and even smells very bad Would never order from you again ,1.0,0
PourHouse7,Loud music average food and untrained staff sums up the place We ordered a veg hakka noodle which was pathetic and one special pizza which was very average While ordering the pizza the staff didn t know the toppings on the pizza Above all the DJ was playing all wierd songs and was very loud,2.0,0
The Tilt Bar Republic,The ambience was good The service was way too slow and the staff was busy watching the cricket match on TV I guess The food was below average One of the server didn t inform what we have ordered for pepper chicken and later the person who took the order in the starting came and he was telling that we did not order after 15 minutes of telling the other server Such a poor coordination and very slow service Not at all worth the price ,1.0,0
Ulavacharu,Ulavacharu is well known for its taste But the service I received today was the worst and this is not the first time even after complaining to the manager about it he did not even apologize for it and moreover he delivered me mutton instead of chicken and when asked about it he was like this is chicken and he tried blaming me instead The way they behaved was worst Manager named veera babu was very rude too He was not even responding whatever we ask he said I am the sole owner and no one is above me Even after we paid the bill they behaved rude I do not recommend going here ,1.0,0
Frio Bistro,Good food but not very friendly customer service The servers were way unfriendly Overall average experience Would request management to improve the quality of staff serving the food Their attitude needs to improve ,2.0,0
Collage - Hyatt Hyderabad Gachibowli,Visited this restaurant thinking to have good food but the efforts were wasted We went on a Friday and we started eating the starters After starters when we asked for main course the staff told that on Friday they have only street food and no main course is available Felt like we wasted our money Though the starters were good but main course should also be there Street food should be the add on and not the only food Two stars only for the ambience shubhamtraveltales wordpress com,2.0,0
KFC,I ordered rice chicken porpcorn mealbox They only gave me the rice box no popcorn Very bad experience I trusted this place I am very disappointed ,1.0,0
Amul,Ordered death by chocolate and received butterscotch and some other ice cream Giving two stars because zomato doesnt show the reviews that receive 1 star ,2.0,0
Hyper Local,Pathetic restuarant I had to struggle even for getting a table Once you pay cover charge you are on your own to struggle They messed up with everything I ordered chilly paneer they got me chilly chicken I mean how can a restuarant do this After that I had to ask manager atleast 3 4 times to get every order It took them more then 45 minutes to get me my order It was over crowded no space to dance so people were dancing near our table and drinks spell off 3 4 times On complaining about this nobody was even bothered to check And at last when I saw my bill almost 3 4 items were included which we never ordered Horrible experience I wasted my money time and energy ,1.0,0
Behrouz Biryani,Biryani aroma is good But aroma is too strong for the taste buds Chiken well cooked My only concern is plz use little lesser aroma so that our stomach has got space for the food as well rather than only having aromas Taste of biryani is average ,2.0,0
T Grill,awesome place to be during evenings must try kunda biryani it was well cooked nonveg starters and this place has a good ambience outdoor seating is nice ,4.5,0
Hitech Bawarchi Food Zone,Food taste was very good but multiple items missed from my order and the follow up was very difficult ,1.0,0
Shah Ghouse Spl Shawarma,badWe are ordered at around 5pm but that s delivered by 7 15pm,1.0,0
Aromas@11SIX,I did not like this place at all This restaurant do not match zomato gold standards First thing the price and ambience do not match at all This place looks like a shady dhaba from highway but prices for food compares to ohris restaurants Even if we ignore prices taste and services are worst that I have encountered in any Zomato Gold restaurant This place do not deserve 4 rating Totally disappointed Deepank,1.0,0
Tiki Shack,I ve been coming to this branch on a weekly basis Off lately like from 4 weeks or so whenever I ask for the beer of my choice KF Ultra or KF Draught you guys just bluntly tell me that it s not available Once I ve asked Karan directly and he told me that they d be available only during the weekdays I ve visited this place today i e Wednesday and it s the same story again I m forced to order Heineken or Bira The worst part was when I was about to push off after our hangout I ve seen almost everyone inside drinking towers of Draught beer and when I ve asked they just ignored and didn t even care to respond Like really Speaking on everyone s behalf it could be a budget constraint or someone s personal preference of beer but not providing equal service to every customer is unprofessional and I m really disappointed this time Well what can I say Mustang is much better They offer everything in the menu I never expected that I d drop such a review for one of the most happening pubs in HYD but I really can t help it this time Work this out asap ,1.0,0
Chinese Pavilion,I was here last night with 2 of my friends We ordered pan fried noodles Chinese pavilion noodles pan fried and spicy black bean lamb Food was spicy and tasted fine I have had better pan fried However the best worst part follows All of us had to take a sick leave today as we cannot stop going to the washroom The food quality needs to be definitely checked We don t expect this from a restaurant of your stature Never going back and requesting others the same ,1.0,0
Royal Spicy Restaurant,I had ordered briyani combo in the midnight and it was extremely spicy and had stomach upset entire day please do not prefer this restaurant if you are not spice lover,1.0,0
Chinese Pavilion,I have been to this place on a sunday with my friends thinking I can have a good meal and spend time with friends but the moment I arrived there it was around 2 15pm and the manager there started nagging saying that the kitchen is going to close in next 10 minutes can you please place the order This continued even after we placed the main course around 2 30 pm too The food tasted good but the nagging was annoying ,1.0,0
The Glass Onion,Went here for lunch on a weekday with less crowd Still pathetic service Awful food It took almost 20 min for the food to arrive Another 20 min for even the bill to arrive Not recommended Avoid it ,1.0,0
Hunger Maggi Point,I have ordered Double Egg and Double Chicken Maggie I think this is a single egg with chicken less Meggie I didn t feel the teast of chicken Very less egg and chicken quantity they packed ,1.0,0
Jonathan's Kitchen - Holiday Inn Express & Suites,Average food not tasty enough and not worth the price of the buffet better to choose some other option than this until its the only option ,2.0,0
Delhi-39,I don t understand why do restaurants like these exist too when they are not interested in doing business The service is pathetic and their food is horrible I definitely feel Zomato should do some quality check before approving restaurants like these ,1.0,0
T Grill,Heyy veggies Good ambience Food I should say is not so appealing very tough to recommend or think of any standout Butter Roti is good in breads Service is good I should say Let s talk about Don t Trys Manchow Soup Mushroom Starters as a mushroom fan disappointment This place would be in my choices with hangouts as priority and not food,2.5,0
Behrouz Biryani,They have not delivered the order and the number they mentioned to call is not reachable We waited nearly 2hrs neither order received or zomato sup port cant do anything about the delivery Finally we have not received the order But mail has come to provide the review Be careful while ordering from this restaurant ,1.0,0
Momos Delight,Misleading outlet for vegetarians Owner lied when asked about maintaining separate utensils for veg and nonveg Never visit if you are a strict vegetarian ,1.0,0
Al Saba Restaurant,The food is ok Could be better But coming to customer service I rate negative The cashier s behaviour is utterly distasteful Constantly talking over phone without giving a rats ass to the customer Behaviour of the restaurant managers doesn t make the place seem safe especially when you re with a lady Very uncomfortable feel Avoid it ,1.0,0
Cafe Eclat,Nice cozy ambience good place to have coffee with friends Good finger food however over priced Chicken quiche tasted good however quantity was very small compared to price,2.5,0
